0.13875E-05 0.54842E-08 0.00000E+01 750100 0 0 15965 0.11507E+11 0.00000E+01 0.13875E-05 0.00000E+01 0.00000E+01 0
1 1.3714e-06 1.1542e-07 8.4161 0.00093503 1.3714e-06
2 1.4916e-06 3.5367e-08 3.3532 0.00018543 1.4916e-06
3 1.3832e-06 1.5765e-08 2.2796 0.00011101 1.3832e-06
4 1.2919e-06 7.6854e-08 5.9489 0.00041259 1.2919e-06
5 1.347e-06 2.9454e-08 3.0924 0.00012465 1.347e-06
6 1.3983e-06 1.7509e-08 2.5043 0.00015894 1.3983e-06
7 1.4465e-06 8.3135e-08 5.7474 0.00044194 1.4465e-06
8 1.4018e-06 3.0369e-08 3.0637 0.00012466 1.4018e-06
9 1.3717e-06 1.5002e-08 2.1874 6.2355e-05 1.3717e-06
10 1.4817e-06 9.1689e-08 6.1881 0.00051723 1.4817e-06
11 1.3658e-06 2.7838e-08 2.8825 0.00014377 1.3658e-06
12 1.4039e-06 1.5941e-08 2.2709 0.00010767 1.4039e-06
13 1.425e-06 1.0049e-07 7.0522 0.00059958 1.425e-06
14 1.3446e-06 2.7182e-08 2.8589 9.7718e-05 1.3446e-06
15 1.3664e-06 1.5111e-08 2.2118 9.0377e-05 1.3664e-06
16 1.5138e-06 1.1185e-07 7.3885 0.000702 1.5138e-06
17 1.3683e-06 2.8314e-08 2.9265 0.00012003 1.3683e-06
18 1.4172e-06 1.6172e-08 2.2821 7.1001e-05 1.4172e-06
19 1.3027e-06 6.6431e-08 5.0994 0.00025119 1.3027e-06
20 1.3771e-06 2.7843e-08 2.8594 0.00010857 1.3771e-06
21 1.411e-06 1.5874e-08 2.25 9.6194e-05 1.411e-06
22 1.3746e-06 8.8694e-08 6.4526 0.00036701 1.3746e-06
23 1.3608e-06 3.1608e-08 3.2849 0.00020879 1.3608e-06
24 1.3559e-06 1.5542e-08 2.2924 8.2742e-05 1.3559e-06
25 1.5551e-06 1.1552e-07 7.4281 0.00064574 1.5551e-06
26 1.3879e-06 3.2223e-08 3.2833 0.00021245 1.3879e-06
27 1.388e-06 1.59e-08 2.291 0.00011142 1.388e-06
28 1.4388e-06 8.5597e-08 5.949 0.00047588 1.4388e-06
29 1.4066e-06 3.4131e-08 3.4316 0.00026568 1.4066e-06
30 1.3895e-06 1.7052e-08 2.4544 0.00010912 1.3895e-06
<lo_statistics>
<cumulated_time> 84.827033 </cumulated_time>
</lo_statistics>
